country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","06-01-2025 23:00:00",12.921418,77.502466,OZONE,22,23,22
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","06-01-2025 23:00:00",16.802639,75.722694,OZONE,14,16,16
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","06-01-2025 23:00:00",13.1276288,78.1570122,OZONE,17,44,25
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","06-01-2025 23:00:00",13.428828,77.731418,OZONE,24,24,24
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","06-01-2025 23:00:00",11.875000,75.373200,OZONE,26,31,27
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","06-01-2025 23:00:00",20.719516,77.000253,OZONE,3,86,27
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","06-01-2025 23:00:00",23.163174,79.973061,OZONE,7,164,82
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","06-01-2025 23:00:00",26.200388,78.147714,OZONE,38,66,50
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","06-01-2025 23:00:00",18.573040,73.927715,OZONE,12,172,70
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","06-01-2025 23:00:00",18.536457,73.805454,OZONE,2,145,74
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","06-01-2025 23:00:00",19.383200,72.820400,OZONE,6,12,7
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","06-01-2025 23:00:00",18.9936162,72.8128113,OZONE,4,19,4
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","06-01-2025 23:00:00",21.121801,79.04952,OZONE,1,128,44
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","06-01-2025 23:00:00",19.0863,72.8888,OZONE,28,29,28
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","06-01-2025 23:00:00",18.96702,72.84214,OZONE,NA,NA,NA
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","06-01-2025 23:00:00",19.1878657,72.8304069,OZONE,19,81,63
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","06-01-2025 23:00:00",21.143383,79.048912,OZONE,3,170,61
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","06-01-2025 23:00:00",19.173852,77.296291,OZONE,16,239,209
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","06-01-2025 23:00:00",19.090337,73.014232,OZONE,3,99,55
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","06-01-2025 23:00:00",21.001264,75.565602,OZONE,3,109,53
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","06-01-2025 23:00:00",19.205800,72.868200,OZONE,15,16,16
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","06-01-2025 23:00:00",18.5011743,73.8165527,OZONE,6,63,20
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","06-01-2025 23:00:00",19.000084,72.856730,OZONE,4,76,57
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","06-01-2025 23:00:00",21.869985,85.167016,OZONE,11,20,14
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","06-01-2025 23:00:00",31.620000,74.876512,OZONE,42,64,51
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","06-01-2025 23:00:00",30.233011,74.907758,CO,2,116,47
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","06-01-2025 23:00:00",21.643900,85.599355,OZONE,32,102,44
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","06-01-2025 23:00:00",22.265816,86.174829,OZONE,7,21,16
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","06-01-2025 23:00:00",22.18972222,84.86277778,CO,15,26,19
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","06-01-2025 23:00:00",17.6599188,75.9063906,SO2,1,35,6
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","06-01-2025 23:00:00",19.235581,73.159121,OZONE,2,78,55
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","06-01-2025 23:00:00",22.06156703,85.47409613,OZONE,24,27,25
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","06-01-2025 23:00:00",21.8004996,83.8396977,OZONE,8,96,51
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","06-01-2025 23:00:00",28.207266,76.829265,OZONE,12,34,23
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","06-01-2025 23:00:00",27.215415,77.50873,OZONE,21,54,36
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","06-01-2025 23:00:00",25.339605,74.618883,OZONE,22,99,72
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","06-01-2025 23:00:00",22.24500000,84.88111111,CO,19,34,22
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","06-01-2025 23:00:00",27.554793,76.611536,OZONE,7,35,22
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","06-01-2025 23:00:00",20.34652,85.81630,OZONE,4,121,40
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","06-01-2025 23:00:00",25.435774,75.644272,OZONE,11,64,33
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","06-01-2025 23:00:00",10.358535,77.984321,SO2,19,22,20
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","06-01-2025 23:00:00",10.423417,78.784889,SO2,12,15,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","06-01-2025 23:00:00",9.36399,78.831977,OZONE,13,14,14
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","06-01-2025 23:00:00",11.06825,79.07033,SO2,9,9,9
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","06-01-2025 23:00:00",13.0052189,80.2398125,OZONE,2,8,6
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","06-01-2025 23:00:00",26.268249,73.0193853,OZONE,17,73,44
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","06-01-2025 23:00:00",26.031443,76.359327,OZONE,19,36,33
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","06-01-2025 23:00:00",24.041198,74.780702,OZONE,46,85,73
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","06-01-2025 23:00:00",25.344694,72.626208,OZONE,37,96,69
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","06-01-2025 23:00:00",28.840739,78.697531,OZONE,1,51,25
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","06-01-2025 23:00:00",28.88528,78.73880,OZONE,10,12,11
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","06-01-2025 23:00:00",27.169338,78.03582,OZONE,1,6,3
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","06-01-2025 23:00:00",28.38910936,79.42963708,CO,38,70,46
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","06-01-2025 23:00:00",28.406963,77.849831,OZONE,1,23,9
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","06-01-2025 23:00:00",17.585705,78.126199,OZONE,27,37,36
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","06-01-2025 23:00:00",17.544899,78.486949,OZONE,24,57,34
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","06-01-2025 23:00:00",17.540891,78.358528,OZONE,48,54,52
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","06-01-2025 23:00:00",17.460103,78.334361,OZONE,4,314,16
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","06-01-2025 23:00:00",26.730136,83.433859,OZONE,18,41,24
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","06-01-2025 23:00:00",11.679111,78.125052,OZONE,15,17,16
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","06-01-2025 23:00:00",17.518400,78.278777,OZONE,16,77,73
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","06-01-2025 23:00:00",27.106972,78.000111,OZONE,14,15,15
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","06-01-2025 23:00:00",28.856664,78.772638,OZONE,14,20,17
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","06-01-2025 23:00:00",28.849399,78.742362,OZONE,8,134,8
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","06-01-2025 23:00:00",25.301778,82.996789,OZONE,1,3,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","06-01-2025 23:00:00",30.269444,78.044167,OZONE,6,39,18
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","06-01-2025 23:00:00",23.6979360,86.9443950,OZONE,10,42,24
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","06-01-2025 23:00:00",22.7605581,88.3617589,OZONE,3,93,27
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","06-01-2025 23:00:00",22.627847,88.380669,OZONE,5,118,36
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","06-01-2025 23:00:00",16.509717,80.612222,OZONE,1,33,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","06-01-2025 23:00:00",16.554731,80.649110,OZONE,8,57,39
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","06-01-2025 23:00:00",25.251013,86.989001,OZONE,18,19,18
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","06-01-2025 23:00:00",25.265194,87.012947,OZONE,4,25,7
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)","06-01-2025 23:00:00",25.567520,83.966379,OZONE,8,107,44
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","06-01-2025 23:00:00",25.599486,85.113666,OZONE,9,76,27
India,Bihar,Patna,"Samanpura, Patna - BSPCB","06-01-2025 23:00:00",25.596727,85.085624,OZONE,40,53,47
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-01-2025 23:00:00",16.5150833,80.5181667,OZONE,7,73,51
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","06-01-2025 23:00:00",24.792403,84.992416,OZONE,19,66,42
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","06-01-2025 23:00:00",24.762518,84.982348,OZONE,2,104,40
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","06-01-2025 23:00:00",30.735567,76.775714,OZONE,5,106,48
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","06-01-2025 23:00:00",26.146529,87.454184,OZONE,1,41,28
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","06-01-2025 23:00:00",13.615387,79.409230,OZONE,41,41,41
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-01-2025 23:00:00",16.536107,80.594233,OZONE,7,73,53
India,Bihar,Patna,"Muradpur, Patna - BSPCB","06-01-2025 23:00:00",25.619651,85.147382,OZONE,13,22,16
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","06-01-2025 23:00:00",24.75746,84.366208,OZONE,1,59,29
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","06-01-2025 23:00:00",28.5512005,77.2735737,OZONE,3,46,18
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","06-01-2025 23:00:00",28.695381,77.181665,OZONE,11,41,37
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","06-01-2025 23:00:00",28.7256504,77.2011573,OZONE,9,37,31
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","06-01-2025 23:00:00",28.6573814,77.1585447,OZONE,8,36,30
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","06-01-2025 23:00:00",28.530785,77.271255,OZONE,4,44,22
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","06-01-2025 23:00:00",28.636429,77.201067,OZONE,13,42,35
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","06-01-2025 23:00:00",28.60909,77.0325413,OZONE,13,19,18
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","06-01-2025 23:00:00",28.580280,77.233829,OZONE,3,56,33
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","06-01-2025 23:00:00",22.348441,82.549611,OZONE,35,36,35
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","06-01-2025 23:00:00",28.570173,76.933762,OZONE,9,58,53
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","06-01-2025 23:00:00",21.237755,81.705301,CO,36,65,38
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","06-01-2025 23:00:00",22.06631475,83.33820077,OZONE,4,75,30
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","06-01-2025 23:00:00",23.016834,72.625775,OZONE,11,107,53
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","06-01-2025 23:00:00",22.410802,73.097923,NO2,10,51,18
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","06-01-2025 23:00:00",12.951913,77.539784,OZONE,26,76,45
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","06-01-2025 23:00:00",30.943887,76.801991,OZONE,7,94,47
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","06-01-2025 23:00:00",28.563262,77.186937,OZONE,11,15,13
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-01-2025 23:00:00",28.699793,77.165453,OZONE,26,56,36
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","06-01-2025 23:00:00",28.5504249,77.2159377,OZONE,20,21,20
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","06-01-2025 23:00:00",21.613267,73.010555,OZONE,31,41,37
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","06-01-2025 23:00:00",16.172806,75.659694,OZONE,12,16,16
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","06-01-2025 23:00:00",19.863756,75.321188,OZONE,21,127,40
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","06-01-2025 23:00:00",8.5149093,76.9435879,OZONE,10,32,22
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","06-01-2025 23:00:00",10.532400,76.215900,OZONE,30,31,30
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","06-01-2025 23:00:00",12.21041,76.37376,OZONE,2,56,32
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","06-01-2025 23:00:00",12.733409,77.298051,OZONE,15,130,91
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","06-01-2025 23:00:00",17.336318,76.847397,OZONE,4,39,15
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","06-01-2025 23:00:00",19.10122,74.73339,OZONE,7,236,111
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","06-01-2025 23:00:00",13.34194444,74.74694444,OZONE,21,23,22
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","06-01-2025 23:00:00",13.0270199,77.494094,OZONE,32,32,32
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","06-01-2025 23:00:00",12.415911,75.735050,OZONE,5,6,6
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","06-01-2025 23:00:00",19.1653323,72.922099,OZONE,22,96,75
India,Maharashtra,Pune,"Alandi, Pune - IITM","06-01-2025 23:00:00",18.675076,73.892743,OZONE,7,112,53
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","06-01-2025 23:00:00",18.454450,73.854155,OZONE,1,77,32
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","06-01-2025 23:00:00",18.1023399,73.4783687,OZONE,6,131,90
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","06-01-2025 23:00:00",20.555712,74.529236,OZONE,3,74,48
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","06-01-2025 23:00:00",19.296481,72.840923,OZONE,14,72,58
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","06-01-2025 23:00:00",19.25292,73.142019,OZONE,9,17,15
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","06-01-2025 23:00:00",16.6870449,74.2505872,OZONE,1,74,33
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","06-01-2025 23:00:00",18.530085,73.849598,OZONE,2,105,40
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","06-01-2025 23:00:00",20.0073285,73.7762427,OZONE,4,15,12
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","06-01-2025 23:00:00",19.0630,73.1209,OZONE,10,101,56
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","06-01-2025 23:00:00",18.59051,73.77946,OZONE,2,88,44
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","06-01-2025 23:00:00",18.897756,72.813320,OZONE,NA,NA,NA
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","06-01-2025 23:00:00",26.506177,77.025989,OZONE,4,36,20
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","06-01-2025 23:00:00",26.699557,77.898881,OZONE,26,42,34
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","06-01-2025 23:00:00",23.837789,73.714926,OZONE,14,137,88
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","06-01-2025 23:00:00",27.213494,73.734444,OZONE,48,117,89
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","06-01-2025 23:00:00",30.9028,75.8086,OZONE,10,29,16
India,Punjab,Patiala,"Model Town, Patiala - PPCB","06-01-2025 23:00:00",30.349388,76.366642,OZONE,6,13,9
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","06-01-2025 23:00:00",26.9164092,75.7994901,OZONE,10,31,17
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","06-01-2025 23:00:00",26.786682,75.827928,OZONE,10,155,61
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","06-01-2025 23:00:00"," 16.5038",74.3623,OZONE,4,136,61
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","06-01-2025 23:00:00",17.6336264,75.9132495,OZONE,7,119,59
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","06-01-2025 23:00:00",21.51161,86.89088,OZONE,5,80,36
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","06-01-2025 23:00:00",26.895552,76.334753,OZONE,2,54,29
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","06-01-2025 23:00:00",26.215415,73.070156,OZONE,26,133,73
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","06-01-2025 23:00:00",25.036360,73.883502,OZONE,19,86,62
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","06-01-2025 23:00:00","8.816428 ",78.099039,OZONE,20,24,23
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","06-01-2025 23:00:00",12.9099161,80.1076538,OZONE,8,40,28
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","06-01-2025 23:00:00",13.1278,80.2642,OZONE,15,43,31
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","06-01-2025 23:00:00",17.37206,78.50864,OZONE,16,42,28
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","06-01-2025 23:00:00",17.528544,78.286195,OZONE,21,48,47
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","06-01-2025 23:00:00",11.0973603,77.3228673,OZONE,6,7,6
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","06-01-2025 23:00:00",10.942451,76.978996,OZONE,1,133,55
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","06-01-2025 23:00:00",12.864618,79.659968,OZONE,1,9,8
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-01-2025 23:00:00",9.559382,77.948828,CO,NA,NA,NA
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","06-01-2025 23:00:00",28.964949,77.278761,OZONE,2,51,32
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","06-01-2025 23:00:00",28.6245479,77.3577104,OZONE,9,38,23
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","06-01-2025 23:00:00",28.999264,77.7590354,OZONE,1,54,26
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","06-01-2025 23:00:00",28.9535882,77.7622941,OZONE,4,81,44
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","06-01-2025 23:00:00",23.5087640,87.3544400,OZONE,7,77,24
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","06-01-2025 23:00:00",29.4723508,77.7194031,OZONE,1,44,23
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","06-01-2025 23:00:00","25.44919916 ","81.82735986 ",OZONE,10,17,12
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","06-01-2025 23:00:00",23.685297,86.945968,OZONE,15,66,39
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","06-01-2025 23:00:00",28.725645,77.749675,OZONE,1,85,37
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","06-01-2025 23:00:00",27.5714090,77.6557570,OZONE,12,14,13
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","06-01-2025 23:00:00",22.629801,88.352017,OZONE,9,78,27
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","06-01-2025 23:00:00",22.611968,88.347422,OZONE,2,14,5
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","06-01-2025 23:00:00",22.5687319,88.2797276,OZONE,11,57,22
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","06-01-2025 23:00:00",22.5367507,88.3638022,OZONE,6,88,29
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","06-01-2025 23:00:00",22.5448082,88.3403691,OZONE,5,62,22
